"x","y"
"1.314908","1.574422"
"1.3142929999999999","1.628584"
"1.3907080000000001","1.6666669999999999"
"1.4841819999999999","1.628954"
"1.5542009999999999","1.6390819999999999"
"1.5542009999999999","1.6390819999999999"
"1.4279250000000001","1.6855830000000001"
"1.4473320000000001","1.6381669999999999"
"1.3907080000000001","1.6666669999999999"
"1.4094990000000001","1.6761870000000001"
"1.3333330000000001","1.7234830000000001"
"1.352125","1.732459"
"1.5883149999999999","1.602921"
"1.502135","1.610395"
"1.5715840000000001","1.62087"
"1.5715840000000001","1.5933379999999999"
"1.5875950000000001","1.575812"
"1.5875950000000001","1.575812"
"1.6339889999999999","1.551585"
"1.6508119999999999","1.587297"
"1.7236659999999999","1.3618330000000001"
"1.5374699999999999","1.629562"
"1.519517","1.5921829999999999"
"1.6570830000000001","1.3429169999999999"
"1.695354","1.3620209999999999"
"1.7510669999999999","1.389605"
"1.7328779999999999","1.352249"
"1.768124","1.425578"
"1.7505459999999999","1.4172130000000001"
"1.7418549999999999","1.3991260000000001"
"1.7651399999999999","1.476448"
"1.7770999999999999","1.416183"
"1.785792","1.37913"
"1.7687349999999999","1.3982969999999999"
"1.809782","1.4318070000000001"
"1.7043790000000001","1.408758"
"1.294999","1.67625"
"1.3715409999999999","1.6857709999999999"
"1.55226","1.6666669999999999"
"1.6635880000000001","1.6234150000000001"
"1.4649179999999999","1.6760619999999999"
"1.502135","1.638538"
"1.602832","1.639786"
"1.5998749999999999","1.6666669999999999"
"1.5875950000000001","1.6303909999999999"
"1.5542009999999999","1.6390819999999999"
"1.4837089999999999","1.6572709999999999"
"1.5178229999999999","1.5652090000000001"
"1.6635880000000001","1.6234150000000001"
"1.6195630000000001","1.6220250000000001"
"1.6043259999999999","1.6125050000000001"
"1.602832","1.639786"
"1.5542009999999999","1.6390819999999999"
"1.5702119999999999","1.6484780000000001"
"1.6195630000000001","1.6220250000000001"
"1.635575","1.6044989999999999"
"1.6635880000000001","1.6234150000000001"
"1.6195630000000001","1.6220250000000001"
"1.352125","1.5914790000000001"
"1.408758","1.591242"
"1.549072","1.6935469999999999"
"1.5112399999999999","1.728834"
"1.2770760000000001","1.7510669999999999"
"1.2440500000000001","1.809782"
"1.4038250000000001","1.781749"
"1.4768349999999999","1.738418"
"1.5447059999999999","1.719314"
"1.589826","1.7175370000000001"
"1.6127739999999999","1.731544"
"1.520086","1.760043"
"1.5582940000000001","1.7269319999999999"
"1.5582940000000001","1.7269319999999999"
"1.589826","1.7175370000000001"
"1.5634969999999999","1.7019120000000001"
"1.5634969999999999","1.7019120000000001"
"1.620144","1.708324"
"1.601718","1.7247490000000001"
"1.589826","1.7175370000000001"
"1.5582940000000001","1.7269319999999999"
"1.571034","1.734145"
"1.6312","1.7155370000000001"
"1.6312","1.7155370000000001"
"1.571034","1.734145"
"1.601718","1.7247490000000001"
"1.582927","1.740939"
"1.6312","1.7155370000000001"
"1.582927","1.740939"
"1.571034","1.734145"
"1.601718","1.7247490000000001"
"1.6082510000000001","1.7007049999999999"
"1.601718","1.7247490000000001"
"1.492073","1.492073"
"1.492073","1.492073"
"1.525665","1.499285"
"1.5112399999999999","1.4844539999999999"
"1.525665","1.499285"
"1.472906","1.499285"
"1.457668","1.4844539999999999"
"1.5112399999999999","1.4844539999999999"
"1.5302800000000001","1.476448"
"1.5447059999999999","1.4916670000000001"
"1.5112399999999999","1.4844539999999999"
"1.5302800000000001","1.476448"
"1.5112399999999999","1.4844539999999999"
"1.5447059999999999","1.4916670000000001"
"1.5447059999999999","1.4916670000000001"
"1.525665","1.499285"
"1.577086","1.498461"
"1.577086","1.498461"
"1.601718","1.525609"
"1.5447059999999999","1.4916670000000001"
"1.5447059999999999","1.4916670000000001"
"1.5582940000000001","1.5060800000000001"
"1.520086","1.520086"
"1.525665","1.499285"
"1.539253","1.5132920000000001"
"1.520086","1.520086"
"1.5064979999999999","1.5064979999999999"
"1.5328269999999999","1.5328269999999999"
